EOG-00287,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,COMBINATION SPANNER 65MM, 65 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00288,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,COMBINATION SPANNER 75MM, 75 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00289,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,COMBINATION SPANNER 80MM, 80 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00307,5/2/2024,B05.030 - Pneumatic Impact Wrench,EOG-2023-11-IW-260,,9/8/2023,GuA,,,"PNEUMATIC IMPACT WRENCH - 3/4"" DRIVE","3/4"" DRIVE",N/A,,,Non-Expiring,356,Chargeable,Non-Expiring,Rigging Equipment
EOG-00310,31/12/2023,"B11.202 - Bolt Size – 1 ⅛""",SN : 27337,,31/5/2023,GuF,,,"Bolt Size – 1-1/4"" ( LPR ) - 50MM",,,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00320,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,COPPER HAMMER,4 LBS,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00321,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,COPPER HAMMER,6 LBS,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00322,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,COPPER HAMMER,4 LBS,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00323,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,COPPER HAMMER,6 LBS,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00324,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,COPPER HAMMER,10 LBS,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00325,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,COPPER HAMMER,6 LBS,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00326,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,COPPER HAMMER,8 LBS,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00328,,C01.001 - Consumables Item,N/A,,31/5/2023,GuB,,,CUTTING TORCH SET C/W REGULATOR,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00329,,C01.001 - Consumables Item,N/A,,31/5/2023,GuA,,,CUTTING TORCH SET C/W REGULATOR,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00330,,C01.001 - Consumables Item,N/A,,31/5/2023,GuA,,,CUTTING TORCH SET C/W REGULATOR,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00332,25/5/2024,B07.037 - Decade Resistance Box,EOG-RB-001/20,,31/5/2023,GuA,,,DECADE RESISTANCE BOX,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00333,21/11/2022,B03.009 - Digital Voltmeter,EOG-PM-06-/20,,31/5/2023,GuA,,,DIGITAL VOLTMETER - FLUKE 789,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00336,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-84,,31/5/2023,GuA,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00337,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-85,,31/5/2023,GuA,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00338,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-95,,31/5/2023,GuA,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00339,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-96,,31/5/2023,GuA,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00342,31/12/2023,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),RWP55-4-BS (14XT 235,,31/5/2023,GuB,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00343,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-86,,31/5/2023,GuB,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00344,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-97,,31/5/2023,GuB,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00345,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-80,,31/5/2023,GuB,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00346,,N01.020 - Electrode Quiver,EOG-2021-11-QUI-87,,31/5/2023,GuB,,,ELECTRODE QUIVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00347,1/8/2024,B05.013 - Chain Blocks – 5 MT,EOG CHB 1808550773,TUA 001/02/24,18/2/2024,TuA,,,CHAIN BLOCK 5T,,,,,< 4 weeks,163,Chargeable,Expiring,Rigging Equipment
EOG-00348,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-118,,31/5/2023,GuA,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00349,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-126,,31/5/2023,GuA,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00350,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-146,,31/5/2023,GuA,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00351,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-149,,31/5/2023,GuA,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00352,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-133,,31/5/2023,GuA,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00353,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-139,,31/5/2023,GuA,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00355,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-132,,31/5/2023,GuB,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00356,,B06.001 - Explosion Proof Floodlights Set,EOG-PS-89/19,,31/5/2023,GuF,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00357,,B06.001 - Explosion Proof Floodlights Set,EOG-PS-59/19,,31/5/2023,GuF,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00359,,B06.001 - Explosion Proof Floodlights Set,EOG-PS-91/19,,31/5/2023,GuF,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00360,,B06.001 - Explosion Proof Floodlights Set,EOG-PS-33/19,,31/5/2023,GuF,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00361,,B06.001 - Explosion Proof Floodlights Set,EOG-PS-73/19,,31/5/2023,GuF,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00362,,B06.001 - Explosion Proof Floodlights Set,EOG-2022-11-PS-134,,31/5/2023,GuB,,,EXPLOSION PROOF FLOODLIGHTS SET,N/A,N/A,,,Non-Expiring,426,Chargeable,Non-Expiring,
EOG-00364,,C01.001 - Consumables Item,N/A,,31/5/2023,GuB,,,FINGER SAVER,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00365,,C01.001 - Consumables Item,N/A,,31/5/2023,GuB,,,FULL FACE RESPIRATOR,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00367,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,HACK SAW FRAME,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00368,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HACK SAW FRAME,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00369,,C01.001 - Consumables Item,N/A,,31/5/2023,GuB,,,HALF FACE RESPIRATOR,N/A,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00370,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,22 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00371,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,27 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00372,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,32 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00373,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,36 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00374,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,41 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00375,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,46 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00376,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,50 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00377,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,55 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00378,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,65 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00379,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,75 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00380,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuB,,,HAMMERING SPANNER,80 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00381,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,HAMMERING SPANNER,22 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00382,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,HAMMERING SPANNER,27 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00383,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,HAMMERING SPANNER,32 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00384,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,HAMMERING SPANNER,36 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00385,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,HAMMERING SPANNER,41 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00386,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuC,,,HAMMERING SPANNER,46 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00387,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,HAMMERING SPANNER 100MM,100 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00388,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,HAMMERING SPANNER 22MM,22 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00389,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,HAMMERING SPANNER 27MM,27 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00390,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,HAMMERING SPANNER 29MM,29 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
EOG-00391,,D01.001 - Multi Qty General Tool / Equipment,N/A,,31/5/2023,GuA,,,HAMMERING SPANNER 30MM,30 MM,N/A,,,Non-Expiring,426,Non-Chargeable,Non-Expiring,
